,artist,album,track,uri,UniqueID,track_uri
145,Marea,Coces al Aire 1997-2007,Como los trileros,spotify:track:6ub2RAfGd9C2haZiMYpIZz,Marea:Como los trileros,6ub2RAfGd9C2haZiMYpIZz
146,Lágrimas De Sangre,Vértigo,Quemar el Mar,spotify:track:36I0ChI0Jaa9uPBtFJkvPQ,Lágrimas De Sangre:Quemar el Mar,36I0ChI0Jaa9uPBtFJkvPQ
147,Walls,En Paz,En Paz,spotify:track:7CdXFdt8SJvPrEUcEfUQU5,Walls:En Paz,7CdXFdt8SJvPrEUcEfUQU5
148,James Bay,Chaos And The Calm,Best Fake Smile,spotify:track:0Me1AKVY2wzxOKLMiaAtNy,James Bay:Best Fake Smile,0Me1AKVY2wzxOKLMiaAtNy
149,Fyahbwoy,Bl4qkfy4h,A Freaky Dem,spotify:track:4rIcSXZ0VgqxgvMNvX5mkE,Fyahbwoy:A Freaky Dem,4rIcSXZ0VgqxgvMNvX5mkE
150,La Raíz,El Lado de los Rebeldes,La Voz del Pueblo,spotify:track:5ZdtZdt4k674z8AGwYoIM8,La Raíz:La Voz del Pueblo,5ZdtZdt4k674z8AGwYoIM8
151,Pereza,Esencial Pereza,Animales,spotify:track:2IBZrQbTeHVqcJVT112cJl,Pereza:Animales,2IBZrQbTeHVqcJVT112cJl
152,Fyahbwoy,Extremely Flammable,Por Si Querías Aprender,spotify:track:7DzTgfCmQQLSVvBvLUF6ac,Fyahbwoy:Por Si Querías Aprender,7DzTgfCmQQLSVvBvLUF6ac
153,Natos y Waor,Caja Negra,Sigo vivo,spotify:track:7w8fzVaAwoTgLgVSHIGNR9,Natos y Waor:Sigo vivo,7w8fzVaAwoTgLgVSHIGNR9
154,Ayax y Prok,Rojo y Negro,Labios del guero,spotify:track:3OzQtToZatj9rRbtxGimfQ,Ayax y Prok:Labios del guero,3OzQtToZatj9rRbtxGimfQ
155,KYNE,5am,5am,spotify:track:5ff8Ep1ATrmaBRlMQVtLhM,KYNE:5am,5ff8Ep1ATrmaBRlMQVtLhM
156,Delaossa,Un perro andaluz,Debut y Hat Trick,spotify:track:7tZkToiyiLgEtvEpRYYK6v,Delaossa:Debut y Hat Trick,7tZkToiyiLgEtvEpRYYK6v
157,Delaossa,Un perro andaluz,Tommy Hill,spotify:track:0NygsroNb66xx6RcVuMW5X,Delaossa:Tommy Hill,0NygsroNb66xx6RcVuMW5X
158,Post Malone,Twelve Carat Toothache,I Like You (A Happier Song) (with Doja Cat),spotify:track:0O6u0VJ46W86TxN9wgyqDj,Post Malone:I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj
159,Rulo y la contrabanda,Especies en extinción,El prota,spotify:track:148LxUZbZf4B1zZZnhBCbF,Rulo y la contrabanda:El prota,148LxUZbZf4B1zZZnhBCbF
160,Hard GZ,Kaos Nomada,Piratas,spotify:track:7AR8XzaAJYtTlHAjXcBFON,Hard GZ:Piratas,7AR8XzaAJYtTlHAjXcBFON
161,Ska-P,Game Over,Patriotadas,spotify:track:1HIjqCI12tzkojqiQ0VQkq,Ska-P:Patriotadas,1HIjqCI12tzkojqiQ0VQkq
162,Ayax y Prok,Rojo y Negro,Tiraré los dados,spotify:track:5nvN4wUnWoF4PpR5RDBS1k,Ayax y Prok:Tiraré los dados,5nvN4wUnWoF4PpR5RDBS1k
163,Pearl Jam,Quick Escape,Quick Escape,spotify:track:3FoykAESe8MNT69DpM6B4c,Pearl Jam:Quick Escape,3FoykAESe8MNT69DpM6B4c
164,Pereza,Esencial Pereza,Windsor,spotify:track:3x9pyVA7f5pRv5qgSdcZYF,Pereza:Windsor,3x9pyVA7f5pRv5qgSdcZYF
165,Mac Miller,Swimming,Ladders,spotify:track:39NDBdU5Xkm5pCFGa5kZtI,Mac Miller:Ladders,39NDBdU5Xkm5pCFGa5kZtI
166,Dante,El Monstruo del Armario,El Monstruo del Armario,spotify:track:3uLH7adFp95xNdJi7NhjGk,Dante:El Monstruo del Armario,3uLH7adFp95xNdJi7NhjGk
167,ZOO,Esbarzers & Camins,Camins - Remix,spotify:track:7KnrJiBrhvyAp2pwIH3nzA,ZOO:Camins - Remix,7KnrJiBrhvyAp2pwIH3nzA
168,Cruz Cafuné,Pa'l Coche,Mango,spotify:track:0NvTKlWvcMAAnk6R5YEuqT,Cruz Cafuné:Mango,0NvTKlWvcMAAnk6R5YEuqT
169,Kase.O,Kase.O Jazz Magnetism,Domingos de Cal A.K.A. Blue Pepper,spotify:track:1TjHObfLxtPSOfqvo1RdW4,Kase.O:Domingos de Cal A.K.A. Blue Pepper,1TjHObfLxtPSOfqvo1RdW4
170,alt-J,An Awesome Wave,(Piano),spotify:track:4pnyI5C0EDkEfClKbEMTXd,alt-J:(Piano),4pnyI5C0EDkEfClKbEMTXd
171,Natos y Waor,Cicatrices,Underground Kings,spotify:track:6sCpFl8TbpEmpzxnbT0lmD,Natos y Waor:Underground Kings,6sCpFl8TbpEmpzxnbT0lmD
172,Green Valley,En Tus Manos (Reedition),Sigo Caminando,spotify:track:7qoR4lLD8oUpePpclCvFly,Green Valley:Sigo Caminando,7qoR4lLD8oUpePpclCvFly
173,Natos y Waor,Carretera,Carretera,spotify:track:6iNJ8Zdt3Kb2E7JuvTj6B5,Natos y Waor:Carretera,6iNJ8Zdt3Kb2E7JuvTj6B5
174,Robe,"Destrozares, Canciones para el Final de los Tiempos",Hoy al Mundo Renuncio,spotify:track:3vp9bCsvZp9CNKuAItwyoP,Robe:Hoy al Mundo Renuncio,3vp9bCsvZp9CNKuAItwyoP
175,Luisaker,Easy,Easy,spotify:track:4uenWVEGaut8MKIRCcnND0,Luisaker:Easy,4uenWVEGaut8MKIRCcnND0
176,Leiva,Diciembre,Miedo,spotify:track:0HeRFbjqrxHGrWKYXroCUx,Leiva:Miedo,0HeRFbjqrxHGrWKYXroCUx
177,El Niño de la Hipoteca,Operación Guitarra Sessions,Que Te Vaya Bien,spotify:track:2ehuqGxwDZqiSOqEVXS3AD,El Niño de la Hipoteca:Que Te Vaya Bien,2ehuqGxwDZqiSOqEVXS3AD
178,Iseo & Dodosound,Cat Platoon,Cat Platoon,spotify:track:7HpANpMvaxp2uiA15SkL5S,Iseo & Dodosound:Cat Platoon,7HpANpMvaxp2uiA15SkL5S
179,Cigarettes After Sex,Cigarettes After Sex,Sunsetz,spotify:track:0SpkyS1Q4MD8GaVcP5YjT4,Cigarettes After Sex:Sunsetz,0SpkyS1Q4MD8GaVcP5YjT4
180,Paskman,Chiquetere,Chiquetere (feat. Rafa Villalba),spotify:track:1pdsBkhNchpGCQTGoNQXZI,Paskman:Chiquetere (feat. Rafa Villalba),1pdsBkhNchpGCQTGoNQXZI
181,The Fratellis,Costello Music,Chelsea Dagger,spotify:track:1bCmvezFg5MRcENzCGG1Cy,The Fratellis:Chelsea Dagger,1bCmvezFg5MRcENzCGG1Cy
182,Love of Lesbian,El Poeta Halley,Cuando no me ves,spotify:track:7cU9WoW8e06g6EwKXHnU2q,Love of Lesbian:Cuando no me ves,7cU9WoW8e06g6EwKXHnU2q
183,Capitán Cobarde,Capitán Cobarde,El marinero (feat. La Maravillosa Orquesta del Alcohol),spotify:track:10ianFjBPEeVoEIBob7Eie,Capitán Cobarde:El marinero (feat. La Maravillosa Orquesta del Alcohol),10ianFjBPEeVoEIBob7Eie
184,The Cat Empire,The Cat Empire,The Lost Song,spotify:track:72fkIO8SD7tKZ9jiiF0Jyu,The Cat Empire:The Lost Song,72fkIO8SD7tKZ9jiiF0Jyu
185,Mr. Kilombo,Cortocircuitos,Cabecita Loca,spotify:track:4qQUIX0d8HcJW4TsHTrBaf,Mr. Kilombo:Cabecita Loca,4qQUIX0d8HcJW4TsHTrBaf
186,Violadores Del Verso,Vivir para Contarlo,Filosofía y Letras,spotify:track:5ZEYoO7GqDlHHD08aYUkHj,Violadores Del Verso:Filosofía y Letras,5ZEYoO7GqDlHHD08aYUkHj
187,Dollar Selmouni,No Saben Como Vivo,No Saben Como Vivo,spotify:track:76Uh13sk4vhuVtQHq4VB3d,Dollar Selmouni:No Saben Como Vivo,76Uh13sk4vhuVtQHq4VB3d
188,Natos y Waor,Caja Negra,Fuck Fame,spotify:track:4jwg4BidmzIFz7ePPuZMtR,Natos y Waor:Fuck Fame,4jwg4BidmzIFz7ePPuZMtR
189,Smoking Souls,ParatgesPreferits,L'últim ball (ParatgesPreferits) - Live,spotify:track:0wsaCxVyigLBKsHwXzJ4wg,Smoking Souls:L'últim ball (ParatgesPreferits) - Live,0wsaCxVyigLBKsHwXzJ4wg
190,IZAL,Autoterapia,Variables,spotify:track:12TZwNl53k1rCVO6XdE3BT,IZAL:Variables,12TZwNl53k1rCVO6XdE3BT
191,Ed Sheeran,x,Tenerife Sea,spotify:track:1HbcclMpw0q2WDWpdGCKdS,Ed Sheeran:Tenerife Sea,1HbcclMpw0q2WDWpdGCKdS
192,Quevedo,No Me digas Nada,No Me digas Nada,spotify:track:15wMJJiVpt2ABQw032Rywi,Quevedo:No Me digas Nada,15wMJJiVpt2ABQw032Rywi
193,Chris Malinchak,Weird Kid,Our Love Is Our Love,spotify:track:17yOK7gmxYIhgmp6egnuVl,Chris Malinchak:Our Love Is Our Love,17yOK7gmxYIhgmp6egnuVl
194,Ayax y Prok,Rojo y Negro,Criminal,spotify:track:3QnMBrc2k76OwyZdjbBSwO,Ayax y Prok:Criminal,3QnMBrc2k76OwyZdjbBSwO
195,La Raíz,Así en el Cielo Como en la Selva,A la Sombra de la Sierra,spotify:track:1UHdRkhzIpUDZJJMPDTo3f,La Raíz:A la Sombra de la Sierra,1UHdRkhzIpUDZJJMPDTo3f
196,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,spotify:track:3S0OXQeoh0w6AY8WQVckRW,Jason Mraz:I'm Yours,3S0OXQeoh0w6AY8WQVckRW
197,Leiva,Monstruos,Breaking Bad,spotify:track:0aePOPP6t864hWQGL8izY5,Leiva:Breaking Bad,0aePOPP6t864hWQGL8izY5
198,The Killers,Day & Age,Human,spotify:track:1sTsuZTdANkiFd7T34H3nb,The Killers:Human,1sTsuZTdANkiFd7T34H3nb
199,Vanupié,Rockadown Subway Session,Rockadown Subway Session,spotify:track:3bdhZxL276JwNlNsQgu51s,Vanupié:Rockadown Subway Session,3bdhZxL276JwNlNsQgu51s
200,Dante,¿Qué Más Decir?,¿Qué Más Decir?,spotify:track:0aTqwuRYo7Jvigx2m8PKtU,Dante:¿Qué Más Decir?,0aTqwuRYo7Jvigx2m8PKtU
201,Sticky Fingers,Caress Your Soul,How To Fly,spotify:track:3jAoLij05OiNndX2XlSRdS,Sticky Fingers:How To Fly,3jAoLij05OiNndX2XlSRdS
202,Zerachiel,Space Princess,Space Princess,spotify:track:4xejaE1SSnuR6nUe5e9Zda,Zerachiel:Space Princess,4xejaE1SSnuR6nUe5e9Zda
203,Ayax y Prok,Cara y cruz,Spirit,spotify:track:3EPwve5SzDrjdVJhMZo3AH,Ayax y Prok:Spirit,3EPwve5SzDrjdVJhMZo3AH
204,Bob Marley & The Wailers,Legend - The Best Of Bob Marley And The Wailers,Is This Love,spotify:track:2sevvnMrqH607r5lwk3kFT,Bob Marley & The Wailers:Is This Love,2sevvnMrqH607r5lwk3kFT
205,Canserbero,Muerte,Es Épico,spotify:track:2kd0T6zgABT8P0s2h9QU5O,Canserbero:Es Épico,2kd0T6zgABT8P0s2h9QU5O
206,Efecto Pasillo,Tiembla la tierra,Cuando me siento bien,spotify:track:2xUl8Bp6eLddk5mdv8I2Wo,Efecto Pasillo:Cuando me siento bien,2xUl8Bp6eLddk5mdv8I2Wo
207,Astola,Astola & Raton: El Hombre Caracol,Somos el futuro,spotify:track:7fmy5dmgSpXyuBga0ujoGD,Astola:Somos el futuro,7fmy5dmgSpXyuBga0ujoGD
208,Smino,blkswn,Amphetamine,spotify:track:3Zau3JcrZcBfw8aVjKGkSX,Smino:Amphetamine,3Zau3JcrZcBfw8aVjKGkSX
209,Smoking Souls,ParatgesPreferits,Vida (ParatgesPreferits) - Live,spotify:track:2fMMj1IXtkUmxzuP8dfrqt,Smoking Souls:Vida (ParatgesPreferits) - Live,2fMMj1IXtkUmxzuP8dfrqt
210,The Kooks,Listen,Dreams,spotify:track:3IZ0EmTOqinsJgRHOcWXW8,The Kooks:Dreams,3IZ0EmTOqinsJgRHOcWXW8
211,Marea,Coces al Aire 1997-2007,Crazy Like a Fox,spotify:track:4tK3w9NHyK6WWzgifhCkvd,Marea:Crazy Like a Fox,4tK3w9NHyK6WWzgifhCkvd
212,Kase.O,Kase.O Jazz Magnetism,Mc Escandaloso Xposito,spotify:track:3xl7FVmcIyZHQEISkNnnEB,Kase.O:Mc Escandaloso Xposito,3xl7FVmcIyZHQEISkNnnEB
213,The Kooks,Listen,Westside,spotify:track:6TAmjdTpmzbR0AHUATS1ea,The Kooks:Westside,6TAmjdTpmzbR0AHUATS1ea
214,Magnatiz,A Puerto,Ciudad Maravilla,spotify:track:24mTjMPf2tFVwI3CD9n3BT,Magnatiz:Ciudad Maravilla,24mTjMPf2tFVwI3CD9n3BT
215,Sfera Ebbasta,Famoso,UHLALA,spotify:track:1D7sdScaOxtmb0lInM90SN,Sfera Ebbasta:UHLALA,1D7sdScaOxtmb0lInM90SN
216,Joey Bada$$,ALL-AMERIKKKAN BADA$$,DEVASTATED,spotify:track:4ntsD33Pgsgk8rUyZLLiUV,Joey Bada$$:DEVASTATED,4ntsD33Pgsgk8rUyZLLiUV
217,Eminem,Curtain Call: The Hits,When I'm Gone,spotify:track:42YNobZ4HN3tRVEA47wLT6,Eminem:When I'm Gone,42YNobZ4HN3tRVEA47wLT6
218,Novus Ordo,Nuestro Tiempo,Obedece,spotify:track:7wNPcsOIpuVoFiSLvgI88X,Novus Ordo:Obedece,7wNPcsOIpuVoFiSLvgI88X
219,Ayax y Prok,Cara y cruz,"A veces se me pasa, a veces paso",spotify:track:1Xet933o3e612B2HPY63pV,"Ayax y Prok:A veces se me pasa, a veces paso",1Xet933o3e612B2HPY63pV
220,Still Woozy,"If This Isn’t Nice, I Don’t Know What Is",Drake,spotify:track:5tThXZ3ujCRFkTVo7AueDG,Still Woozy:Drake,5tThXZ3ujCRFkTVo7AueDG
221,Ayax y Prok,Cara y cruz,Blasfem interludio,spotify:track:5vDrUjk91kYYpbo6zB1IAh,Ayax y Prok:Blasfem interludio,5vDrUjk91kYYpbo6zB1IAh
222,Bejo,Chachichacho,Rap Largo,spotify:track:5kKxnvI7hdoxqCC2E8Iv6E,Bejo:Rap Largo,5kKxnvI7hdoxqCC2E8Iv6E
223,Of Monsters and Men,My Head Is An Animal,Little Talks,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,Of Monsters and Men:Little Talks,2ihCaVdNZmnHZWt0fvAM7B
224,The Kooks,Listen,Bad Habit,spotify:track:3bGidOZsEEuLHC9noPK3AW,The Kooks:Bad Habit,3bGidOZsEEuLHC9noPK3AW
225,Green Day,Revolution Radio,Ordinary World,spotify:track:35weSxL477aChs1wx7oZS5,Green Day:Ordinary World,35weSxL477aChs1wx7oZS5
226,Dreamville,Revenge Of The Dreamers III,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),spotify:track:7wTA0NKIm6T7nP2kaymU2a,Dreamville:Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),7wTA0NKIm6T7nP2kaymU2a
227,La Pegatina,Eureka!,Mamma Mia,spotify:track:7oCLGEBhdD7V9E0WfGiKqk,La Pegatina:Mamma Mia,7oCLGEBhdD7V9E0WfGiKqk
228,Efecto Pasillo,El misterioso caso de Efecto Pasillo,No importa que llueva,spotify:track:1suTz9wOBk6pF2OAAgKFve,Efecto Pasillo:No importa que llueva,1suTz9wOBk6pF2OAAgKFve
229,Los Ronaldos,4 Canciones,No Puedo Vivir Sin Ti,spotify:track:1EC0JRoSi9YL5zExd3Euc3,Los Ronaldos:No Puedo Vivir Sin Ti,1EC0JRoSi9YL5zExd3Euc3
230,Belo,La Verdadera Historia de Todas Mis Mentiras,Hundido,spotify:track:4yDePpXqzAsPyfaaxgZvKf,Belo:Hundido,4yDePpXqzAsPyfaaxgZvKf
231,Imagine Dragons,Mercury - Act 1,Enemy (with JID) - from the series Arcane League of Legends,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,Imagine Dragons:Enemy (with JID) - from the series Arcane League of Legends,1HhNoOuqm1a5MXYEgAFl8o
232,Lágrimas De Sangre,Vértigo,A Ver Si Lo Pilláis Ya,spotify:track:6YqAfSYZxPCvsvDdaCu64Z,Lágrimas De Sangre:A Ver Si Lo Pilláis Ya,6YqAfSYZxPCvsvDdaCu64Z
233,Los De Marras,Precede,Sexo en la Calle,spotify:track:3IXBQvaHN62rF4QwqO41hD,Los De Marras:Sexo en la Calle,3IXBQvaHN62rF4QwqO41hD
234,The Fratellis,Costello Music,Henrietta,spotify:track:69h2mpzNUmdEg5egeNa1ki,The Fratellis:Henrietta,69h2mpzNUmdEg5egeNa1ki
235,Fyahbwoy,F.y.a.h.,Vatos,spotify:track:3XCYWbTASvTpGRoLY2kaVX,Fyahbwoy:Vatos,3XCYWbTASvTpGRoLY2kaVX
236,Supersubmarina,Electroviral,Supersubmarina,spotify:track:7ixB1UqUrV87IvACFJayXy,Supersubmarina:Supersubmarina,7ixB1UqUrV87IvACFJayXy
237,Oasis,(What's The Story) Morning Glory?,Wonderwall,spotify:track:1qPbGZqppFwLwcBC1JQ6Vr,Oasis:Wonderwall,1qPbGZqppFwLwcBC1JQ6Vr
238,Pearl Jam,Backspacer,Just Breathe,spotify:track:6i81qFkru6Kj1IEsB7KNp2,Pearl Jam:Just Breathe,6i81qFkru6Kj1IEsB7KNp2
239,G. Love & Special Sauce,Lemonade,Ain't That Right,spotify:track:1wNILW0TFHykGcQ5JHTD6U,G. Love & Special Sauce:Ain't That Right,1wNILW0TFHykGcQ5JHTD6U
240,Fyahbwoy,Extremely Flammable,Sin Anesthesia,spotify:track:4OKb1BR7PijziGk0ywb0pd,Fyahbwoy:Sin Anesthesia,4OKb1BR7PijziGk0ywb0pd
241,Astola,Astola & Raton: El Hombre Caracol,Ermitaño,spotify:track:3lzFbNgtkFbxFCFnNR2RpY,Astola:Ermitaño,3lzFbNgtkFbxFCFnNR2RpY
242,Lágrimas De Sangre,Vértigo,Chispa y Oxígeno,spotify:track:5SBqoQ1GNWw3SraFBAasbL,Lágrimas De Sangre:Chispa y Oxígeno,5SBqoQ1GNWw3SraFBAasbL
243,Violadores Del Verso,Vicios y Virtudes,Vicios y Virtudes,spotify:track:4fjMMRylitPre5mh7AzbP0,Violadores Del Verso:Vicios y Virtudes,4fjMMRylitPre5mh7AzbP0
244,Wiz Khalifa,Rolling Papers 2,Hot Now,spotify:track:4Q3HHwkLVwHrSVad0RUz3V,Wiz Khalifa:Hot Now,4Q3HHwkLVwHrSVad0RUz3V
245,Loyle Carner,"Not Waving, But Drowning",Dear Jean,spotify:track:4mkIH8ixbQ7cpOvhzEL7jc,Loyle Carner:Dear Jean,4mkIH8ixbQ7cpOvhzEL7jc
246,Black Sabbath,Black Sabbath,N.I.B.,spotify:track:62oNfnQqObaqARM0DTibAL,Black Sabbath:N.I.B.,62oNfnQqObaqARM0DTibAL
247,Gritando en Silencio,Maldito,¿Dónde te has quedado?,spotify:track:7xPNsbc3z1OUzLQupEhj4b,Gritando en Silencio:¿Dónde te has quedado?,7xPNsbc3z1OUzLQupEhj4b
248,Ayax y Prok,Cara y cruz,Dama de la guadaña,spotify:track:3aG1nYjzv2UYpEjfddVBaG,Ayax y Prok:Dama de la guadaña,3aG1nYjzv2UYpEjfddVBaG
249,Arce,Luciffer,Eros,spotify:track:5DYzTwwxOWYgxzIoagyNSW,Arce:Eros,5DYzTwwxOWYgxzIoagyNSW
250,Pereza,Esencial Pereza,Estrella Polar (with Juan Aguirre),spotify:track:1zU0PQaBTh6PmZ3l29jUgf,Pereza:Estrella Polar (with Juan Aguirre),1zU0PQaBTh6PmZ3l29jUgf
251,Lágrimas De Sangre,Vértigo,Futuro Bajo Arresto,spotify:track:7bz2A8jlF7MK8Ma5N0VLvW,Lágrimas De Sangre:Futuro Bajo Arresto,7bz2A8jlF7MK8Ma5N0VLvW
252,Denom,Ansiedad y recuerdos (feat. Prok),Ansiedad y recuerdos (feat. Prok),spotify:track:2xfyNgTzByyuTok5bNNkgH,Denom:Ansiedad y recuerdos (feat. Prok),2xfyNgTzByyuTok5bNNkgH
253,Nirvana,Nevermind,Smells Like Teen Spirit,spotify:track:4CeeEOM32jQcH3eN9Q2dGj,Nirvana:Smells Like Teen Spirit,4CeeEOM32jQcH3eN9Q2dGj
254,Kaze,Recopilatorio de Temas Inéditos,Lo Que en Silencio Guardo,spotify:track:5ZSHDuhxImgtzSglqEPWJ3,Kaze:Lo Que en Silencio Guardo,5ZSHDuhxImgtzSglqEPWJ3
255,Sub Urban,Thrill Seeker,Spring Fever,spotify:track:4XnxaBO6zyRszK6G3g8Ohz,Sub Urban:Spring Fever,4XnxaBO6zyRszK6G3g8Ohz
256,Balthazar,Fever,You're So Real,spotify:track:2P4SwarBghj39VmdlYX0hY,Balthazar:You're So Real,2P4SwarBghj39VmdlYX0hY
257,Macklemore & Ryan Lewis,The Heist,A Wake (feat. Evan Roman),spotify:track:3u0n1VYwUNQyqiQTzJwwlL,Macklemore & Ryan Lewis:A Wake (feat. Evan Roman),3u0n1VYwUNQyqiQTzJwwlL
258,Luisaker,Bien,Bien,spotify:track:1qjxdCXda3LJAjQwxEg8Z9,Luisaker:Bien,1qjxdCXda3LJAjQwxEg8Z9
259,Fedez,Sig. Brainwash - L'arte di accontentare,Cigno nero (feat. Francesca Michielin),spotify:track:4a4w6qgxPpksaIXFt3FNeM,Fedez:Cigno nero (feat. Francesca Michielin),4a4w6qgxPpksaIXFt3FNeM
260,C. Tangana,El Madrileño,CAMBIA!,spotify:track:5cNJO43VKHxD0XGbkhboZu,C. Tangana:CAMBIA!,5cNJO43VKHxD0XGbkhboZu
261,Muse,The Resistance,Resistance,spotify:track:1C2QJNTmsTxCDBuIgai8QV,Muse:Resistance,1C2QJNTmsTxCDBuIgai8QV
262,Auxili,Instants cremant,L'ona,spotify:track:3xJ7RPPblvI9UJBtjEXNYs,Auxili:L'ona,3xJ7RPPblvI9UJBtjEXNYs
263,Txarango,Benvinguts al Llarg Viatge,Volveremos,spotify:track:7EHbQLFkHGz3vqp6taG2jr,Txarango:Volveremos,7EHbQLFkHGz3vqp6taG2jr
264,Siloé,La Verdad,Contemos Aullidos,spotify:track:3fxwap7xP5nQNlRKcs6DIZ,Siloé:Contemos Aullidos,3fxwap7xP5nQNlRKcs6DIZ
265,ZOO,Tempestes Vénen del Sud,Intro,spotify:track:0z4qUTV15Ds2PjDNSVtlcW,ZOO:Intro,0z4qUTV15Ds2PjDNSVtlcW
266,Ocer y Rade,Sonrío,Sonrío,spotify:track:3bkkcEJLx3K7C4E3k7K9rU,Ocer y Rade:Sonrío,3bkkcEJLx3K7C4E3k7K9rU
267,El Kanka,Lo Mal Que Estoy y Lo Poco Que Me Quejo,Lo Mal Que Estoy (y Lo Poco Que Me Quejo),spotify:track:58Xj6SXYpbZIC1j3znh3fE,El Kanka:Lo Mal Que Estoy (y Lo Poco Que Me Quejo),58Xj6SXYpbZIC1j3znh3fE
268,Lou Reed,Transformer,Walk On the Wild Side,spotify:track:5p3JunprHCxClJjOmcLV8G,Lou Reed:Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G
269,Rosendo,Veo Veo Mamoneo,Masculino singular,spotify:track:52QD2RqoYu47mKA1gs4I3M,Rosendo:Masculino singular,52QD2RqoYu47mKA1gs4I3M
270,ZOO,Raval,Raval,spotify:track:5wyqql335mFanYroZq7FYp,ZOO:Raval,5wyqql335mFanYroZq7FYp
271,Iseo & Dodosound,Roots in the Air,No Pain,spotify:track:4niL46mQRmuRenOgKG3VDC,Iseo & Dodosound:No Pain,4niL46mQRmuRenOgKG3VDC
272,Ron Pope,The New England Sessions,Perfect for Me,spotify:track:6bSY42jHs2rQoeAAlqxilu,Ron Pope:Perfect for Me,6bSY42jHs2rQoeAAlqxilu
273,Gata Cattana,Anclas,Puñales,spotify:track:6Vb5LO8a7itDRoFeCxaDDC,Gata Cattana:Puñales,6Vb5LO8a7itDRoFeCxaDDC
274,ZZ Top,Tres Hombres,La Grange - 2005 Remaster,spotify:track:70YvYr2hGlS01bKRIho1HM,ZZ Top:La Grange - 2005 Remaster,70YvYr2hGlS01bKRIho1HM
275,Residente,René,René,spotify:track:6gm12xlADJwiBbHIKBXzGW,Residente:René,6gm12xlADJwiBbHIKBXzGW
276,Bejo,Perogrullo,Perogrullo,spotify:track:6mQWvPfyRtrTuKDm5DJeFK,Bejo:Perogrullo,6mQWvPfyRtrTuKDm5DJeFK
277,Begut,Honolulu,Honolulu,spotify:track:3rtf89X0VdiiKYnK1G85aj,Begut:Honolulu,3rtf89X0VdiiKYnK1G85aj
278,The Kinks,Kinks,You Really Got Me,spotify:track:29SyMC0plk6qw8NMF7lfRL,The Kinks:You Really Got Me,29SyMC0plk6qw8NMF7lfRL
279,Vance Joy,Dream Your Life Away,From Afar,spotify:track:0xLoYaRyQxTDR7kNIo69B3,Vance Joy:From Afar,0xLoYaRyQxTDR7kNIo69B3
280,La Raíz,El Lado de los Rebeldes,Vendrás,spotify:track:7EAra8Jr0wc6o4rzu1ttmD,La Raíz:Vendrás,7EAra8Jr0wc6o4rzu1ttmD
281,The Beatles,Please Please Me,Twist And Shout - Remastered 2009,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,The Beatles:Twist And Shout - Remastered 2009,5ZBeML7Lf3FMEVviTyvi8l
282,Natos y Waor,Caja Negra,Maquiavelo,spotify:track:2WHNJjZf3LdpeIzg7JtSGc,Natos y Waor:Maquiavelo,2WHNJjZf3LdpeIzg7JtSGc
283,The Beatles,Rubber Soul,Michelle - Remastered 2009,spotify:track:5By7Pzgl6TMuVJG168VWzS,The Beatles:Michelle - Remastered 2009,5By7Pzgl6TMuVJG168VWzS
284,The Wailers,Legend - The Best Of Bob Marley And The Wailers,"Get Up, Stand Up",spotify:track:0q5giEtY4wsFTwjWqswLwx,"The Wailers:Get Up, Stand Up",0q5giEtY4wsFTwjWqswLwx
285,Despistaos,Cuando empieza lo mejor,Y mírame (feat. Maldita Nerea),spotify:track:7ikruTEy2rBwwXmxElGw1a,Despistaos:Y mírame (feat. Maldita Nerea),7ikruTEy2rBwwXmxElGw1a
286,FERNANDOCOSTA,Al filo,Al filo,spotify:track:1zEEcd2XToLY6WnbSATEYE,FERNANDOCOSTA:Al filo,1zEEcd2XToLY6WnbSATEYE
287,Aspencat,Tot és ara,Interludi,spotify:track:39NXnkdPTwQX59TR4NPrqh,Aspencat:Interludi,39NXnkdPTwQX59TR4NPrqh
288,The Kooks,Listen,Are We Electric,spotify:track:0tTdbteffkm0vnj5vwobMC,The Kooks:Are We Electric,0tTdbteffkm0vnj5vwobMC
289,Lágrimas De Sangre,Vértigo,Gira la Moneda,spotify:track:0fUupVzWolHEmzgZAp8B9X,Lágrimas De Sangre:Gira la Moneda,0fUupVzWolHEmzgZAp8B9X
290,Itaca Band,La Selva,Paranoia,spotify:track:2tuVZW2162R5OHc4oHa60b,Itaca Band:Paranoia,2tuVZW2162R5OHc4oHa60b
291,Ska-P,El Vals Del Obrero,La Sesera No Va,spotify:track:5ospiEryMWuXFnXJKOdLru,Ska-P:La Sesera No Va,5ospiEryMWuXFnXJKOdLru
292,Dorian,La Ciudad Subterránea,La Tormenta De Arena,spotify:track:55DfugJIh1351fCiwO2we2,Dorian:La Tormenta De Arena,55DfugJIh1351fCiwO2we2
